wavelength_nm,flux
413.52344,7.261861
413.61865,5.1876926
413.71393,5.8093247
413.80917,18.605656
413.90445,16.171003
413.99982,13.650411
414.09512,9.728152
414.1905,6.8932214
414.28583,0.14294386
414.38126,17.059332
414.4767,8.50428
414.5721,8.5973
414.66763,4.673065
414.7631,9.269209
414.85858,5.2413826
414.95416,5.775764
415.0497,13.474314
415.14526,6.3624706
415.24088,1.7362542
415.33652,3.5080643
415.4322,8.998506
415.52783,-1.7653494
415.62354,12.334498
415.71924,10.837639
415.81494,11.063503
415.9107,5.017865
416.0065,3.3898904
416.1023,9.92104
416.1981,17.80741
416.29395,11.177444
416.38983,19.353271
416.4857,2.6743052
416.58163,5.47866
416.67755,20.215181
416.77353,3.4991627
416.86948,8.055286
416.96548,9.430272
417.06152,7.1967397
417.15756,-4.0637674
417.2536,-0.6806435
417.3497,11.360321
417.4458,11.435341
417.54193,6.940173
417.6381,7.8763957
417.73428,9.640911
417.83047,15.811055
417.9267,9.3226595
418.02295,4.061684
418.1192,13.515448
418.21548,14.011527
418.31183,12.88785
418.4081,5.834097
418.5045,9.467266
418.6009,12.487612
418.69727,3.0039628
418.79364,-1.8784447
418.89014,1.4602269
418.98657,8.208992
419.08307,5.0439944
419.1796,7.9983134
419.27612,9.159765
419.37265,15.130169
419.46924,10.197793
419.56583,1.2968762
419.66245,10.112052
419.7591,8.027588
419.85577,6.672133
419.95245,-2.19142
420.04916,9.47601
420.1459,6.9930916
420.2426,9.860329
420.33942,9.976288
420.43622,5.5097613
420.53302,-1.439026
420.62988,13.0161
420.72675,5.695633
420.82364,4.8945823
420.92056,6.909844
421.0175,11.6432
421.1144,8.396188
421.21136,5.386126
421.3084,6.3731265
421.40543,0.13636906
421.50244,11.497726
421.59952,3.6954727
421.69662,13.296414
421.7937,17.189175
421.89087,10.390426
421.98798,16.116991
422.0852,8.323439
422.18237,7.9551744
422.2796,8.873549
422.37686,7.821796
422.47412,1.7973765
422.57138,7.1599054
422.6687,-3.1337743
422.76605,7.4475207
422.86343,3.627162
422.9608,16.476427
423.0582,13.226106
423.1556,2.4932077
423.25308,18.603472
423.35052,14.898623
423.44806,4.671376
423.54556,0.5589387
423.64307,1.974923
423.74063,2.1982486
423.83823,4.4904957
423.93585,10.636445
424.03345,7.0602965
424.1311,7.292664
424.22876,7.589734
424.32648,17.006128
424.42416,16.643606
424.5219,6.4566803
424.6197,-1.7164551
424.71747,13.276823
424.81528,9.536018
424.9131,10.577615
425.01093,11.909794
425.10883,8.687964
425.2067,1.5259011
425.30463,11.80898
425.4026,14.251706
425.50055,1.990764
425.59854,12.513451
425.69653,7.6051784
425.7946,7.2132607
425.89264,19.57831
425.99066,3.8520358
426.08878,-2.911423
426.18692,4.956088
426.28506,-2.6581957
426.3832,23.905922
426.48138,2.4785562
426.57965,13.902454
426.6779,6.973452
426.77612,10.9476
426.87442,16.137768
426.97272,12.773961
427.07104,5.7944484
427.16937,10.471465
427.26773,7.3402524
427.36615,5.3378797
427.46454,12.621332
427.563,5.9490666
427.66147,5.6982665
427.75995,9.967398
427.85846,14.078953
427.95697,7.369552
428.0555,7.3337216
428.1541,13.590015
428.2527,3.5789378
428.35132,11.01004
428.44995,3.5868447
428.54865,4.9654827
428.6473,10.984857
428.74603,9.765873
428.8448,2.0669053
428.9435,-7.4493494
429.0423,9.923083
429.1411,8.55702
429.23993,9.846203
429.33878,8.365792
429.43765,8.144018
429.53653,11.208238
429.63544,6.3383613
429.73438,9.363503
429.83334,6.5392313
429.9323,2.713894
430.03134,4.247627
430.13037,8.935635
430.22943,10.5232115
430.32852,3.7207997
430.42758,2.2041671
430.5267,9.238268
430.6259,9.83182
430.72504,7.3517084
430.82422,9.168911
430.92343,2.083201
431.02264,1.9149911
431.12192,5.977711
431.2212,9.5390215
431.3205,5.0891023
431.41983,-6.2435946
431.5192,7.736249
431.61856,17.137255
431.71796,15.239671
431.81738,14.193769
431.9168,11.185586
432.01627,20.069792
432.11578,11.298841
432.21527,13.152485
432.3148,13.972767
432.41437,6.538654
432.51398,6.0990367
432.61353,7.259972
432.7132,1.914815
432.8128,1.5037894
432.9125,11.204198
433.01215,11.176372
433.1119,10.744986
433.2116,8.2766485
433.31137,3.7017186
433.4112,17.228697
433.511,16.667904
433.61084,18.319315
433.7107,7.357481
433.81055,19.479605
433.91046,-3.9250672
434.01035,8.678721
434.1103,4.0959773
434.2103,11.886267
434.3103,6.4313116
434.4103,13.6571455
434.51035,8.774149
434.6104,1.511989
434.7105,12.103435
434.8106,12.334753
434.91074,6.857579
435.0109,1.749325
435.11102,19.06394
435.21124,2.381581
435.31146,10.35869
435.4117,3.5838966
435.51196,20.70915
435.61224,7.641655
435.7126,13.075873
435.81293,-12.617792
435.91327,2.9979897
436.01367,16.629824
436.11407,-2.1775718
436.2145,18.923723
436.315,8.9551935
436.41544,6.1998606
436.51596,9.907712
436.61646,25.100275
436.71698,7.751506
436.81757,6.806664
436.91815,14.593201
437.0188,11.883662
437.11945,1.5036876
437.22006,15.61878
437.3208,13.403538
437.42148,-1.8172524
437.52222,18.942528
437.62296,6.237264
437.72372,11.672344
437.82455,19.509855
437.92538,10.601706
438.0262,10.980835
438.1271,3.8307638
438.22797,6.4752893
438.32892,7.2319517
438.42984,-6.634578
438.53082,7.9246655
438.63177,14.679758
438.73282,12.024366
438.83383,19.028168
438.9349,10.339714
439.03598,2.9827702
439.13705,13.293587
439.23822,-2.329286
439.33936,12.143451
439.44052,17.535965
439.54175,4.018301
439.64297,17.087687
439.7442,19.490067
439.84546,16.64389
439.94672,15.403805
440.04803,3.7258775
440.1494,2.9656115
440.2508,19.389416
440.35214,6.8591905
440.45355,1.2783178
440.555,2.2694664
440.65643,10.9059925
440.7579,15.077948
440.85944,8.235162
440.96094,12.859723
441.0625,7.702165
441.16406,14.570753
441.26562,19.830475
441.36725,7.5882063
441.4689,8.485483
441.57056,6.5891953
441.67227,1.558048
441.774,6.741948
441.87567,4.385922
441.97745,9.506066
442.07925,14.12398
442.18106,5.072246
442.28287,6.789457
442.3847,12.99133
442.48657,9.348952
442.58847,9.29954
442.69043,13.906062
442.79233,7.2812266
442.89435,8.354343
442.99628,7.936681
443.09833,9.726501
443.20038,3.0798173
443.30243,-0.37667748
443.40448,9.025998
443.50665,12.088884
443.60873,11.567795
443.71094,6.117245
443.81308,7.3151507
443.91528,6.7436504
444.01752,14.351356
444.11978,13.512886
444.22208,12.121582
444.32437,9.003007
444.42667,6.115111
444.529,13.969458
444.6314,13.408724
444.7338,12.261161
444.83618,15.553161
444.93863,12.981702
445.0411,19.104692
445.14355,19.050615
445.2461,3.9278765
445.34863,10.064932
445.45117,14.40805
445.55377,7.512775
445.65634,10.631565
445.75897,6.746875
445.86163,11.614269
445.9643,12.915267
446.067,5.795659
446.16974,7.25925
446.27246,9.848093
446.37524,3.7121534
446.47803,13.944915
446.58087,14.839019
446.6837,14.628505
446.78656,16.146399
446.88947,9.105072
446.99237,18.170666
447.0953,12.699216
447.19824,14.482579
447.30127,5.7623363
447.40424,22.299656
447.50726,10.815454
447.61035,5.160276
447.71344,12.20004
447.8165,13.941019
447.91962,10.152352
448.0228,6.2066164
448.12598,11.112609
448.22916,10.1000595
448.33237,10.0432205
448.43564,10.9641
448.5389,8.806317
448.64218,10.134427
448.7455,13.674603
448.84882,16.32515
448.9522,7.8194137
449.0556,9.61633
449.159,17.681364
449.26245,7.0416207
449.3659,6.640614
449.4694,14.315308
449.5729,7.701993
449.67642,6.7657933
449.77997,12.866643
449.88354,18.893583
449.98715,4.604839
450.09076,17.313267
450.19443,13.376944
450.2981,21.867971
450.4018,12.008308
450.50552,16.154377
450.60928,17.678446
450.71304,21.004898
450.8168,3.519025
450.92065,17.793816
451.02448,16.195621
451.12833,25.06786
451.23224,14.735244
451.33612,17.891895
451.4401,16.678135
451.54404,6.369705
451.648,19.747242
451.75204,16.368483
451.85605,19.635773
451.9601,15.280685
452.0642,19.465858
452.1683,16.329782
452.2724,2.1157985
452.37656,13.643002
452.48077,11.574141
452.58496,5.550915
452.68915,12.16272
452.7934,10.068393
452.8977,12.646866
453.002,16.01032
453.1063,13.481551
453.21063,14.526745
453.31503,6.726887
453.41943,7.8371906
453.52383,10.312791
453.62827,9.453016
453.73273,17.872334
453.83722,18.13632
453.94174,14.917582
454.0463,16.826132
454.15082,15.069883
454.25543,11.428957
454.36002,13.803863
454.46466,15.497833
454.56927,15.092761
454.67398,16.802406
454.77872,13.076149
454.88345,12.838396
454.9882,12.452685
455.09296,11.816751
455.19775,18.687418
455.30258,11.288107
455.4074,8.0518055
455.5123,11.318515
455.6172,14.203274
455.7221,16.88179
455.82706,20.409122
455.93204,15.002364
456.03702,17.121477
456.14203,15.656502
456.24707,12.036701
456.35214,10.739441
456.45728,14.16301
456.56235,9.238939
456.66754,13.707091
456.77264,12.739031
456.87787,14.209775
456.98306,17.518326
457.08832,13.231969
457.19354,9.777805
457.29883,15.152141
457.40414,15.174147
457.50946,19.146875
457.61484,11.905681
457.7202,12.748134
457.82562,17.656942
457.93106,14.99591
458.03653,8.583103
458.142,21.165272
458.2475,13.990805
458.35303,15.740107
458.4586,11.079465
458.56415,10.371005
458.66977,13.645797
458.7754,15.894901
458.88104,17.382326
458.98672,15.928721
459.09244,6.0484047
459.19815,13.90634
459.30386,17.54045
459.40967,17.313705
459.51544,10.174879
459.62125,8.566646
459.7271,15.989453
459.83295,11.661647
459.93887,18.487154
460.04477,15.408736
460.15073,23.552097
460.25668,7.1887207
460.3627,16.28157
460.4687,16.142033
460.57477,9.484993
460.68082,11.350839
460.78687,16.709097
460.893,19.54768
460.9991,13.113675
461.1053,14.7308655
461.2115,15.505281
461.3177,15.599024
461.42392,23.327612
461.53018,19.367758
461.63647,17.006844
461.74277,13.841
461.84912,26.206945
461.95547,23.447464
462.06186,15.656331
462.16827,21.727552
462.27472,20.884392
462.38116,21.03916
462.4876,18.47423
462.59415,18.607725
462.70062,14.851004
462.80722,16.18971
462.91376,17.94844
463.02036,12.338313
463.127,13.334551
463.23364,18.231382
463.34033,16.51162
463.44702,16.819847
463.55377,14.268224
463.6605,12.706625
463.76727,15.751361
463.87408,12.159702
463.9809,12.314563
464.08774,10.842918
464.19464,11.096051
464.3015,16.491554
464.40845,15.1437645
464.51538,13.534439
464.62238,11.502527
464.72934,10.912861
464.83636,13.640634
464.94342,18.916746
465.05048,14.403227
465.15756,15.521809
465.2647,15.31885
465.3719,12.006002
465.479,20.760225
465.58624,17.85895
465.69342,13.678052
465.8007,17.172567
465.90796,16.267385
466.01523,14.078303
466.12256,19.64343
466.2299,17.974964
466.33725,18.208786
466.44464,20.479998
466.55206,15.192141
466.65952,10.864648
466.76694,10.143692
466.87445,14.572196
466.982,12.389546
467.0895,10.590444
467.19708,20.011543
467.30463,22.607645
467.41226,11.393617
467.51993,18.687626
467.6276,17.537817
467.73526,14.077653
467.84296,13.950533
467.95074,16.562866
468.0585,16.823587
468.16626,18.056534
468.27408,16.028751
468.3819,16.801596
468.48975,13.924352
468.59766,15.037267
468.70557,18.289234
468.81354,18.147852
468.92148,17.790314
469.02945,18.427122
469.13745,17.844772
469.2455,22.217087
469.35358,16.363888
469.4616,16.846573
469.56973,19.039892
469.6779,19.775742
469.78604,23.9811
469.89423,20.73972
470.00244,17.747179
470.1107,6.100894
470.21893,16.78437
470.3272,15.182789
470.43555,13.568219
470.54385,13.395767
470.6522,21.807074
470.7606,14.877146
470.869,13.199122
470.97745,13.855371
471.08588,11.371612
471.1944,20.69192
471.3029,20.768814
471.41144,13.543412
471.51996,23.952059
471.62857,18.19194
471.7372,24.75647
471.8458,17.638456
471.9545,22.086643
472.06317,17.915123
472.17188,26.788803
472.2806,20.542322
472.38934,22.823467
472.49814,19.562828
472.607,23.479507
472.71576,15.687706
472.82465,15.06006
472.93353,12.443447
473.04242,8.059536
473.15137,14.625166
473.26035,15.461487
473.36932,17.805779
473.47833,22.65609
473.58734,19.241547
473.69644,14.032728
473.8055,22.509192
473.91464,23.312342
474.02377,21.99792
474.1329,16.120008
474.2421,22.27844
474.35132,14.492225
474.46054,17.84231
474.56982,19.20523
474.6791,18.871523
474.78842,19.462284
474.89777,12.527674
475.00714,20.014994
475.11652,19.101154
475.22592,17.327162
475.33536,21.05526
475.44482,15.378797
475.5543,17.91225
475.66382,17.188599
475.77335,20.600292
475.8829,17.28965
475.9925,20.005894
476.1021,14.915702
476.21176,12.115764
476.32144,19.387787
476.4311,14.077418
476.54083,17.963202
476.65057,21.345882
476.76035,21.597624
476.87012,23.615696
476.97992,24.454796
477.08978,16.41255
477.19965,16.799187
477.3095,12.5502405
477.41943,16.741991
477.5294,18.377026
477.63934,22.605026
477.74936,20.282185
477.85938,17.233181
477.96942,17.889494
478.0795,14.009185
478.1896,15.259949
478.2997,17.324755
478.40985,19.190199
478.52002,18.601559
478.63022,18.1667
478.74042,17.964582
478.85068,18.597813
478.96094,22.447273
479.07123,18.768318
479.18158,17.513477
479.29193,23.661257
479.40228,24.892399
479.5127,18.927727
479.62314,18.653027
479.73358,20.007893
479.84406,14.892197
479.95453,17.516632
480.0651,20.06814
480.17563,17.730408
480.2862,20.095451
480.39682,24.841057
480.50742,20.546871
480.61807,21.151468
480.72876,16.590294
480.83945,22.699665
480.9502,19.726171
481.06094,23.83597
481.17172,25.092323
481.28256,13.9772005
481.39337,16.544468
481.50424,18.438559
481.61514,21.239153
481.726,14.830138
481.83698,26.531603
481.9479,22.243538
482.0589,20.976963
482.16992,19.394884
482.28094,21.120022
482.392,16.769857
482.5031,19.948803
482.6142,22.8585
482.72534,23.702593
482.83652,17.981752
482.9477,21.514416
483.05893,13.685064
483.17017,17.89176
483.28143,16.797203
483.39273,18.318193
483.50406,19.650438
483.6154,20.702648
483.72675,24.466166
483.83813,21.770725
483.94955,14.216766
484.06104,17.263971
484.17252,21.854092
484.284,17.53995
484.3955,14.894072
484.50708,23.920506
484.61865,20.679235
484.73022,17.020956
484.84186,17.330065
484.95352,14.074899
485.0652,18.398539
485.1769,17.800268
485.28864,22.500257
485.4004,20.877155
485.51215,22.941877
485.62396,14.567795
485.73578,14.995356
485.84766,19.959316
485.95953,22.360079
486.07144,15.636443
486.1834,20.460035
486.29535,14.048908
486.40732,15.513137
486.51935,23.542124
486.6314,17.712173
486.74347,18.043919
486.85553,17.05155
486.96762,19.125702
487.07977,21.9279
487.19196,20.571636
487.30414,15.4983225
487.41635,16.499569
487.52863,21.685398
487.64087,18.173756
487.75317,21.288103
487.86554,22.56571
487.97784,27.147081
488.09024,23.791388
488.20264,19.174955
488.31503,18.664354
488.4275,23.640646
488.53998,21.524202
488.6525,10.585246
488.76498,17.045279
488.8776,21.741846
488.99014,16.13083
489.10272,17.520485
489.2154,13.295864
489.32803,16.88047
489.44073,19.547913
489.55347,22.733397
489.66617,31.179003
489.77896,26.240753
489.89175,21.672518
490.00455,24.369385
490.11737,24.377312
490.2303,18.451244
490.34317,20.585922
490.45605,20.159515
490.569,25.45251
490.68198,24.448326
490.79498,19.819304
490.90802,17.18513
491.02106,19.784441
491.13412,19.573324
491.24722,17.731047
491.36035,20.762316
491.47348,24.983116
491.58667,20.095999
491.6999,20.531143
491.81314,29.306953
491.92636,22.705036
492.03964,14.368222
492.15298,17.784035
492.2663,21.655115
492.3797,22.919136
492.49307,23.286688
492.60645,22.954857
492.7199,23.74861
492.8334,23.802055
492.94687,25.631596
493.0604,25.34491
493.17392,23.095999
493.2875,26.122131
493.40106,21.887678
493.5147,25.802431
493.62836,30.942574
493.74203,22.724442
493.85577,15.461612
493.96948,23.38839
494.08325,18.194168
494.19702,19.759285
494.3108,25.674816
494.42465,27.8307
494.5385,25.503336
494.6524,24.376192
494.7663,25.286478
494.88022,26.826008
494.9942,22.99411
495.10822,27.256252
495.22223,25.635378
495.33624,26.46019
495.45035,20.310535
495.5644,24.229145
495.67853,20.205627
495.79266,23.022747
495.90683,14.65443
496.02106,20.86153
496.1353,22.632778
496.2495,24.776012
496.36383,24.791033
496.47812,22.035206
496.59244,20.508678
496.7068,18.38741
496.8212,28.100801
496.9356,28.164522
497.05005,27.129997
497.1645,17.917236
497.279,33.598774
497.3935,25.910017
497.50806,29.783218
497.62262,23.157898
497.7372,26.113462
497.85187,26.160679
497.9665,26.718168
498.08115,20.50917
498.19586,26.637035
498.3106,12.264894
498.42535,17.344978
498.54013,21.69836
498.65494,19.599573
498.76978,15.425066
498.8846,27.809282
498.9995,27.441505
499.1144,25.886978
499.22934,24.567034
499.34433,21.69591
499.45932,22.314985
499.5743,23.630135
499.68936,26.144447
499.80444,20.159395
499.91953,21.895296
500.03467,19.572071
500.1498,16.766281
500.26498,24.940899
500.3802,18.344187
500.49542,20.068993
500.6107,17.12319
500.72598,21.984282
500.84125,26.18897
500.9566,18.496138
501.07196,25.57313
501.18735,22.939554
501.3028,22.351543
501.4182,20.899622
501.5337,14.483289
501.64917,18.255459
501.7647,21.549738
501.88028,18.384174
501.99585,14.297664
502.11142,22.228157
502.22705,25.977875
502.3427,25.738094
502.4584,20.433147
502.57413,26.140345
502.68985,20.323385
502.8056,20.872534
502.9214,18.843409
503.0372,24.365437
503.15308,23.383846
503.2689,26.264992
503.38483,25.505207
503.50073,27.626436
503.6167,26.360678
503.73267,24.166306
503.8487,26.32824
503.9647,23.703648
504.08075,13.829194
504.19684,19.366848
504.31293,20.271137
504.42905,23.659067
504.54523,26.3834
504.66144,23.243032
504.77765,26.876604
504.8939,26.808163
505.01016,21.91412
505.12646,24.269857
505.24277,22.17374
505.35913,21.621487
505.4755,24.491346
505.5919,27.718378
